October 2007 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
GA-231,Pike County,Georgia,65.1,104,2.3,62.8
GA-233,Polk County,Georgia,64.6,115,4,60.6
GA-235,Pulaski County,Georgia,69.4,117,4,65.4
GA-237,Putnam County,Georgia,65.5,103,2.6,62.9
GA-239,Quitman County,Georgia,68.2,106,2.5,65.7
GA-241,Rabun County,Georgia,60.1,111,3.2,56.9
GA-243,Randolph County,Georgia,68.1,106,2.4,65.7
GA-245,Richmond County,Georgia,69,123,4.9,64.1
GA-247,Rockdale County,Georgia,64.6,110,2.9,61.7
GA-249,Schley County,Georgia,66.9,102,2.2,64.7
GA-251,Screven County,Georgia,70,123,5.1,64.9
GA-253,Seminole County,Georgia,70.8,113,3,67.8
GA-255,Spalding County,Georgia,65,105,2.3,62.7
GA-257,Stephens County,Georgia,63.9,111,3.1,60.8
GA-259,Stewart County,Georgia,67.8,107,2.7,65.1
GA-261,Sumter County,Georgia,68,107,2.7,65.3
GA-263,Talbot County,Georgia,66,103,2.3,63.7
GA-265,Taliaferro County,Georgia,65.8,114,3.4,62.4
GA-267,Tattnall County,Georgia,70.6,118,3.8,66.8
GA-269,Taylor County,Georgia,66.4,103,2.2,64.2
GA-271,Telfair County,Georgia,69.4,114,3.3,66.1
GA-273,Terrell County,Georgia,68.8,113,2.9,65.9
GA-275,Thomas County,Georgia,71.2,117,3.8,67.4
GA-277,Tift County,Georgia,69.8,117,3.5,66.3
GA-279,Toombs County,Georgia,69.9,118,3.6,66.3
GA-281,Towns County,Georgia,59.5,111,3.5,56
GA-283,Treutlen County,Georgia,69.3,118,3.7,65.6
GA-285,Troup County,Georgia,64.9,106,2.5,62.4
GA-287,Turner County,Georgia,69.4,117,3.7,65.7
GA-289,Twiggs County,Georgia,67.7,112,3.1,64.7
GA-291,Union County,Georgia,60,115,3.6,56.4
GA-293,Upson County,Georgia,65.7,105,2.3,63.4
GA-295,Walker County,Georgia,63.8,114,3.8,60
GA-297,Walton County,Georgia,64.6,112,3.2,61.4
GA-299,Ware County,Georgia,71.9,120,4.4,67.5
GA-301,Warren County,Georgia,66.8,121,4,62.9
GA-303,Washington County,Georgia,67.5,115,3.3,64.2
GA-305,Wayne County,Georgia,71,117,3.7,67.3
GA-307,Webster County,Georgia,67.4,103,2.4,65
GA-309,Wheeler County,Georgia,69.3,114,3.3,66
GA-311,White County,Georgia,61.4,110,3.2,58.2
GA-313,Whitfield County,Georgia,64.3,117,4.1,60.2
GA-315,Wilcox County,Georgia,69.4,116,3.8,65.6
GA-317,Wilkes County,Georgia,66.1,121,4,62.1
GA-319,Wilkinson County,Georgia,67.6,112,3,64.6
GA-321,Worth County,Georgia,69.8,117,3.6,66.2
ID-001,Ada County,Idaho,50.4,37,-1.4,51.8
ID-003,Adams County,Idaho,43.2,37,-1.3,44.5
ID-005,Bannock County,Idaho,44.6,43,-1,45.6
ID-007,Bear Lake County,Idaho,42,76,0.7,41.3
ID-009,Benewah County,Idaho,44.5,41,-0.9,45.4
ID-011,Bingham County,Idaho,43.9,42,-1.2,45.1
ID-013,Blaine County,Idaho,41.9,36,-1.4,43.3
ID-015,Boise County,Idaho,43.5,42,-1.2,44.7
ID-017,Bonner County,Idaho,42.4,45,-0.6,43
ID-019,Bonneville County,Idaho,42.3,49,-0.6,42.9
ID-021,Boundary County,Idaho,40.6,62,-0.1,40.7
ID-023,Butte County,Idaho,41.6,44,-1.1,42.7
ID-025,Camas County,Idaho,41,34,-1.5,42.5
ID-027,Canyon County,Idaho,50.6,39,-0.9,51.5
ID-029,Caribou County,Idaho,42.9,69,0.2,42.7
ID-031,Cassia County,Idaho,45.1,40,-1.4,46.5
ID-033,Clark County,Idaho,40.2,50,-0.8,41
ID-035,Clearwater County,Idaho,43.2,49,-0.8,44
ID-037,Custer County,Idaho,38.1,42,-1.1,39.2
ID-039,Elmore County,Idaho,46.2,38,-1.3,47.5
ID-041,Franklin County,Idaho,45,68,0.3,44.7
ID-043,Fremont County,Idaho,40.8,60,-0.2,41
ID-045,Gem County,Idaho,48.2,36,-1.4,49.6
ID-047,Gooding County,Idaho,47.7,34,-1.6,49.3
ID-049,Idaho County,Idaho,41.7,51,-0.5,42.2
ID-051,Jefferson County,Idaho,43.5,49,-0.6,44.1
ID-053,Jerome County,Idaho,47.4,38,-1.3,48.7
ID-055,Kootenai County,Idaho,44.4,46,-0.8,45.2
ID-057,Latah County,Idaho,45.8,54,-0.4,46.2
ID-059,Lemhi County,Idaho,38.7,41,-1.1,39.8
ID-061,Lewis County,Idaho,45.7,53,-0.5,46.2
ID-063,Lincoln County,Idaho,46,41,-1,47
ID-065,Madison County,Idaho,43.5,54,-0.2,43.7
ID-067,Minidoka County,Idaho,45.7,42,-1,46.7
ID-069,Nez Perce County,Idaho,48.6,58,-0.3,48.9
ID-071,Oneida County,Idaho,44.7,41,-1.6,46.3
ID-073,Owyhee County,Idaho,46.4,36,-1.6,48
ID-075,Payette County,Idaho,50.2,44,-0.7,50.9
ID-077,Power County,Idaho,44.8,42,-1.4,46.2
ID-079,Shoshone County,Idaho,41.9,43,-0.9,42.8
ID-081,Teton County,Idaho,40.5,54,-0.5,41
ID-083,Twin Falls County,Idaho,46.4,36,-1.6,48
ID-085,Valley County,Idaho,39.3,43,-0.8,40.1
ID-087,Washington County,Idaho,47.1,34,-1.4,48.5
IL-001,Adams County,Illinois,59.4,113,3.9,55.5
IL-003,Alexander County,Illinois,62.7,114,3.9,58.8
IL-005,Bond County,Illinois,61.5,122,4.9,56.6
IL-007,Boone County,Illinois,57.1,123,6.1,51
IL-009,Brown County,Illinois,59.4,115,4.2,55.2
IL-011,Bureau County,Illinois,58.3,123,5.8,52.5
IL-013,Calhoun County,Illinois,61,118,4.5,56.5
IL-015,Carroll County,Illinois,57.5,126,6.5,51
IL-017,Cass County,Illinois,59.8,120,4.6,55.2
IL-019,Champaign County,Illinois,59.3,122,5.3,54
IL-021,Christian County,Illinois,60.4,123,5.1,55.3
IL-023,Clark County,Illinois,60.9,123,5.6,55.3
IL-025,Clay County,Illinois,61.4,122,5.1,56.3
IL-027,Clinton County,Illinois,62.1,124,5,57.1
IL-029,Coles County,Illinois,60.6,124,5.6,55
IL-031,Cook County,Illinois,58.9,124,6.3,52.6
IL-033,Crawford County,Illinois,61.8,125,5.7,56.1
IL-035,Cumberland County,Illinois,60.9,123,5.4,55.5
IL-037,DeKalb County,Illinois,57.6,124,6.1,51.5
IL-039,De Witt County,Illinois,59.5,122,5.6,53.9
IL-041,Douglas County,Illinois,60.2,124,5.7,54.5
IL-043,DuPage County,Illinois,58.7,125,6.6,52.1
IL-045,Edgar County,Illinois,60.1,122,5.5,54.6
IL-047,Edwards County,Illinois,62,121,4.9,57.1
IL-049,Effingham County,Illinois,60.8,122,5.1,55.7
IL-051,Fayette County,Illinois,60.8,121,4.7,56.1
IL-053,Ford County,Illinois,58.8,122,5.5,53.3
IL-055,Franklin County,Illinois,61.6,119,4.2,57.4
IL-057,Fulton County,Illinois,59,118,4.4,54.6
IL-059,Gallatin County,Illinois,62.4,118,4.2,58.2
IL-061,Greene County,Illinois,60.6,118,4.3,56.3
IL-063,Grundy County,Illinois,59.2,124,6.4,52.8
IL-065,Hamilton County,Illinois,61.5,118,4.1,57.4
IL-067,Hancock County,Illinois,59.4,116,4.4,55
IL-069,Hardin County,Illinois,62.8,119,4.3,58.5
IL-071,Henderson County,Illinois,58.8,118,4.7,54.1
IL-073,Henry County,Illinois,58.2,123,5.4,52.8
IL-075,Iroquois County,Illinois,59.5,126,6.4,53.1
IL-077,Jackson County,Illinois,61.8,120,4.3,57.5
IL-079,Jasper County,Illinois,61.2,122,5.2,56
IL-081,Jefferson County,Illinois,61.4,117,4.2,57.2
IL-083,Jersey County,Illinois,61,117,4.2,56.8
IL-085,Jo Daviess County,Illinois,56.7,124,6.1,50.6
IL-087,Johnson County,Illinois,62.8,122,4.7,58.1
IL-089,Kane County,Illinois,57.9,125,6.3,51.6
IL-091,Kankakee County,Illinois,59.4,125,6.7,52.7
IL-093,Kendall County,Illinois,58.9,125,6.4,52.5
IL-095,Knox County,Illinois,58.4,123,5.1,53.3
IL-097,Lake County,Illinois,57.6,123,5.9,51.7
IL-099,LaSalle County,Illinois,58.8,125,6.2,52.6
IL-101,Lawrence County,Illinois,62.3,125,5.6,56.7
IL-103,Lee County,Illinois,57.6,122,5.9,51.7
IL-105,Livingston County,Illinois,59.3,124,6.3,53
IL-107,Logan County,Illinois,59.5,121,4.9,54.6
IL-109,McDonough County,Illinois,58.7,116,4.3,54.4
IL-111,McHenry County,Illinois,56.8,123,5.8,51
IL-113,McLean County,Illinois,59.3,124,6.1,53.2
IL-115,Macon County,Illinois,60.2,124,5.5,54.7
IL-117,Macoupin County,Illinois,60.4,119,4.4,56
IL-119,Madison County,Illinois,61.6,117,4.3,57.3
IL-121,Marion County,Illinois,61.2,120,4.6,56.6
IL-123,Marshall County,Illinois,59.4,124,6.1,53.3
IL-125,Mason County,Illinois,59.4,117,4.3,55.1
IL-127,Massac County,Illinois,63.6,121,4.8,58.8
IL-129,Menard County,Illinois,59.9,120,4.8,55.1
IL-131,Mercer County,Illinois,58.4,121,5.1,53.4
IL-133,Monroe County,Illinois,61.8,115,4.1,57.7
IL-135,Montgomery County,Illinois,60.5,120,4.7,55.8
IL-137,Morgan County,Illinois,60.1,122,4.9,55.2
IL-139,Moultrie County,Illinois,60.3,122,5.4,54.9
IL-141,Ogle County,Illinois,57.7,125,6.5,51.2
IL-143,Peoria County,Illinois,59.2,123,5.4,53.8
IL-145,Perry County,Illinois,61.6,119,4.3,57.3
IL-147,Piatt County,Illinois,59.7,122,5.5,54.2
IL-149,Pike County,Illinois,60.1,116,4.3,55.8
IL-151,Pope County,Illinois,63.1,121,4.7,58.4
IL-153,Pulaski County,Illinois,62.9,116,4,58.9
IL-155,Putnam County,Illinois,59.3,124,6,53.3
IL-157,Randolph County,Illinois,61.5,117,4.1,57.4
IL-159,Richland County,Illinois,61.7,121,5.1,56.6
IL-161,Rock Island County,Illinois,58.4,122,5.4,53
IL-163,St. Clair County,Illinois,61.8,117,4.1,57.7
IL-165,Saline County,Illinois,61.9,116,4,57.9
IL-167,Sangamon County,Illinois,60.1,121,4.9,55.2
IL-169,Schuyler County,Illinois,59,114,4.1,54.9
IL-171,Scott County,Illinois,60.5,120,4.8,55.7
IL-173,Shelby County,Illinois,60.6,122,5.2,55.4
IL-175,Stark County,Illinois,58.2,122,5.2,53
IL-177,Stephenson County,Illinois,57.1,126,6.7,50.4
IL-179,Tazewell County,Illinois,59.5,122,5.6,54
IL-181,Union County,Illinois,62.2,117,4.3,57.9
IL-183,Vermilion County,Illinois,59.6,124,5.6,54
IL-185,Wabash County,Illinois,62.3,123,5.1,57.2
IL-187,Warren County,Illinois,58.5,120,5.1,53.4
IL-189,Washington County,Illinois,61.5,119,4.3,57.2
IL-191,Wayne County,Illinois,61.6,119,4.7,56.9
IL-193,White County,Illinois,62.2,119,4.5,57.7
IL-195,Whiteside County,Illinois,58,124,5.9,52.1
IL-197,Will County,Illinois,59.2,125,6.4,52.8
IL-199,Williamson County,Illinois,62,120,4.4,57.6
IL-201,Winnebago County,Illinois,57.6,125,6.5,51.1
IL-203,Woodford County,Illinois,59.4,123,6.3,53.1
IN-001,Adams County,Indiana,60,128,7.6,52.4
IN-003,Allen County,Indiana,59.5,128,7.3,52.2
IN-005,Bartholomew County,Indiana,61.1,125,6.1,55
IN-007,Benton County,Indiana,59.5,126,6.6,52.9
IN-009,Blackford County,Indiana,60.2,127,7.1,53.1
IN-011,Boone County,Indiana,59.5,126,6.7,52.8
IN-013,Brown County,Indiana,60.1,123,5.7,54.4
IN-015,Carroll County,Indiana,59.6,125,6.5,53.1
IN-017,Cass County,Indiana,59.5,126,6.8,52.7
IN-019,Clark County,Indiana,62.6,127,6.6,56
IN-021,Clay County,Indiana,60,122,5.3,54.7
IN-023,Clinton County,Indiana,59.6,125,6.7,52.9
IN-025,Crawford County,Indiana,61.4,123,5.2,56.2
IN-027,Daviess County,Indiana,61.5,124,5.6,55.9
IN-029,Dearborn County,Indiana,61.2,126,6.4,54.8
IN-031,Decatur County,Indiana,60.7,125,6.2,54.5
IN-033,DeKalb County,Indiana,58.9,127,7.4,51.5
IN-035,Delaware County,Indiana,60.3,127,7,53.3
IN-037,Dubois County,Indiana,61.6,122,5.4,56.2
IN-039,Elkhart County,Indiana,58.6,126,7.3,51.3
IN-041,Fayette County,Indiana,59.9,126,6.5,53.4
IN-043,Floyd County,Indiana,62.5,125,6.4,56.1
IN-045,Fountain County,Indiana,59.9,125,6.2,53.7
IN-047,Franklin County,Indiana,60.8,128,6.8,54
IN-049,Fulton County,Indiana,59.4,126,7.4,52
IN-051,Gibson County,Indiana,62.5,123,5.3,57.2
IN-053,Grant County,Indiana,60,126,6.8,53.2
IN-055,Greene County,Indiana,60.4,123,5.5,54.9
IN-057,Hamilton County,Indiana,60.3,126,6.9,53.4
IN-059,Hancock County,Indiana,60,124,6.2,53.8
IN-061,Harrison County,Indiana,62.2,125,5.9,56.3
IN-063,Hendricks County,Indiana,59.4,125,6,53.4
IN-065,Henry County,Indiana,59.5,126,6.6,52.9
IN-067,Howard County,Indiana,59.7,125,6.6,53.1
IN-069,Huntington County,Indiana,59.6,127,7,52.6
IN-071,Jackson County,Indiana,61.3,124,6.1,55.2
IN-073,Jasper County,Indiana,59.3,126,6.8,52.5
IN-075,Jay County,Indiana,60,128,7.2,52.8
IN-077,Jefferson County,Indiana,62.1,127,6.6,55.5
IN-079,Jennings County,Indiana,61.5,126,6.2,55.3
IN-081,Johnson County,Indiana,60.1,125,6,54.1
IN-083,Knox County,Indiana,62.1,124,5.7,56.4
IN-085,Kosciusko County,Indiana,59,128,7.3,51.7
IN-087,LaGrange County,Indiana,58.2,126,7,51.2
IN-089,Lake County,Indiana,59,126,6.4,52.6
IN-091,LaPorte County,Indiana,58.6,125,6.5,52.1
IN-093,Lawrence County,Indiana,60.3,122,5.4,54.9
IN-095,Madison County,Indiana,60.7,127,7.1,53.6
IN-097,Marion County,Indiana,60.2,126,6.3,53.9
IN-099,Marshall County,Indiana,58.8,127,7.3,51.5
IN-101,Martin County,Indiana,60.8,122,5.4,55.4
IN-103,Miami County,Indiana,59.7,126,6.9,52.8
IN-105,Monroe County,Indiana,59.7,123,5.4,54.3
IN-107,Montgomery County,Indiana,59.6,124,6.4,53.2
IN-109,Morgan County,Indiana,59.8,124,5.7,54.1
IN-111,Newton County,Indiana,59.6,126,6.9,52.7
IN-113,Noble County,Indiana,58.7,126,7.3,51.4
IN-115,Ohio County,Indiana,61.8,124,6.4,55.4
IN-117,Orange County,Indiana,60.7,122,5.2,55.5
IN-119,Owen County,Indiana,59.6,121,5.2,54.4
IN-121,Parke County,Indiana,59.6,122,5.3,54.3
IN-123,Perry County,Indiana,62.1,121,5,57.1
IN-125,Pike County,Indiana,62.1,124,5.6,56.5
IN-127,Porter County,Indiana,58.7,126,6.3,52.4
IN-129,Posey County,Indiana,63.1,121,5,58.1
IN-131,Pulaski County,Indiana,59.8,127,7.6,52.2
IN-133,Putnam County,Indiana,58.8,118,5,53.8
IN-135,Randolph County,Indiana,59.4,127,6.9,52.5
IN-137,Ripley County,Indiana,60.9,127,6.4,54.5
IN-139,Rush County,Indiana,59.8,125,6,53.8
IN-141,St. Joseph County,Indiana,58.6,126,7,51.6
IN-143,Scott County,Indiana,62.4,128,6.9,55.5
IN-145,Shelby County,Indiana,60.4,124,6,54.4
IN-147,Spencer County,Indiana,62.8,122,5.3,57.5
IN-149,Starke County,Indiana,59,126,7,52
IN-151,Steuben County,Indiana,58.1,126,7.2,50.9
IN-153,Sullivan County,Indiana,61.3,124,5.8,55.5
IN-155,Switzerland County,Indiana,62.3,128,6.7,55.6
IN-157,Tippecanoe County,Indiana,59.8,125,6.5,53.3
IN-159,Tipton County,Indiana,60,127,6.9,53.1
IN-161,Union County,Indiana,60.4,129,7.2,53.2
IN-163,Vanderburgh County,Indiana,63.4,123,5.5,57.9
IN-165,Vermillion County,Indiana,60.2,123,5.7,54.5
IN-167,Vigo County,Indiana,60.5,122,5.4,55.1
IN-169,Wabash County,Indiana,59.7,126,7,52.7
IN-171,Warren County,Indiana,59.7,125,6.2,53.5
IN-173,Warrick County,Indiana,62.8,123,5.5,57.3
IN-175,Washington County,Indiana,61.1,124,6,55.1
IN-177,Wayne County,Indiana,59.7,129,7,52.7
IN-179,Wells County,Indiana,59.8,127,7.3,52.5
IN-181,White County,Indiana,59.6,126,6.9,52.7
IN-183,Whitley County,Indiana,59.1,126,7.2,51.9
IA-001,Adair County,Iowa,56.2,114,3.9,52.3
IA-003,Adams County,Iowa,56.5,111,3.8,52.7
IA-005,Allamakee County,Iowa,55.1,124,5.5,49.6
IA-007,Appanoose County,Iowa,57.6,111,3.6,54
IA-009,Audubon County,Iowa,55.6,115,4.2,51.4
IA-011,Benton County,Iowa,56,117,4.7,51.3
IA-013,Black Hawk County,Iowa,55.3,115,4.6,50.7
IA-015,Boone County,Iowa,55.9,115,4.1,51.8
IA-017,Bremer County,Iowa,54.8,117,4.9,49.9
IA-019,Buchanan County,Iowa,55.5,119,5.3,50.2
IA-021,Buena Vista County,Iowa,54.6,118,4.6,50
IA-023,Butler County,Iowa,54.8,117,4.6,50.2
IA-025,Calhoun County,Iowa,55.5,118,4.7,50.8
IA-027,Carroll County,Iowa,55.7,120,4.7,51
IA-029,Cass County,Iowa,56.4,113,4.1,52.3
IA-031,Cedar County,Iowa,57.1,122,5.2,51.9
IA-033,Cerro Gordo County,Iowa,53.8,117,4.4,49.4
IA-035,Cherokee County,Iowa,54.8,120,4.8,50
IA-037,Chickasaw County,Iowa,53.9,116,4.7,49.2
IA-039,Clarke County,Iowa,56.8,111,3.4,53.4
IA-041,Clay County,Iowa,54.1,119,4.9,49.2
IA-043,Clayton County,Iowa,55.1,118,5,50.1
IA-045,Clinton County,Iowa,57.6,123,5.6,52
IA-047,Crawford County,Iowa,55.5,119,4.6,50.9
IA-049,Dallas County,Iowa,56.5,113,3.7,52.8
IA-051,Davis County,Iowa,58,113,4,54
IA-053,Decatur County,Iowa,57.1,111,3.4,53.7
IA-055,Delaware County,Iowa,55.2,120,5,50.2
IA-057,Des Moines County,Iowa,58.9,119,4.9,54
IA-059,Dickinson County,Iowa,53.9,120,5.4,48.5
IA-061,Dubuque County,Iowa,55.6,119,4.9,50.8
IA-063,Emmet County,Iowa,54.5,124,6,48.5
IA-065,Fayette County,Iowa,54.6,121,5.3,49.3
IA-067,Floyd County,Iowa,53.9,114,4.3,49.6
IA-069,Franklin County,Iowa,54.4,117,4.6,49.8
IA-071,Fremont County,Iowa,57.9,114,3.7,54.2
IA-073,Greene County,Iowa,55.9,117,4.3,51.6
IA-075,Grundy County,Iowa,55.3,116,4.6,50.7
IA-077,Guthrie County,Iowa,56,113,3.9,52.1
IA-079,Hamilton County,Iowa,55.3,118,4.5,50.8
IA-081,Hancock County,Iowa,53.8,117,4.3,49.5
IA-083,Hardin County,Iowa,55.2,118,4.6,50.6
IA-085,Harrison County,Iowa,56.5,118,4.3,52.2
IA-087,Henry County,Iowa,58.5,117,4.8,53.7
IA-089,Howard County,Iowa,53.5,121,5.5,48
IA-091,Humboldt County,Iowa,54.8,117,4.4,50.4
IA-093,Ida County,Iowa,55.2,120,4.7,50.5
IA-095,Iowa County,Iowa,57.1,120,5,52.1
IA-097,Jackson County,Iowa,56.8,122,5.4,51.4
IA-099,Jasper County,Iowa,56.8,115,4.2,52.6
IA-101,Jefferson County,Iowa,58.1,117,4.6,53.5
IA-103,Johnson County,Iowa,57,119,4.8,52.2
IA-105,Jones County,Iowa,56,119,5,51
IA-107,Keokuk County,Iowa,57.2,114,4.5,52.7
IA-109,Kossuth County,Iowa,54.5,120,5.2,49.3
IA-111,Lee County,Iowa,59.4,119,4.6,54.8
IA-113,Linn County,Iowa,55.9,118,4.9,51
IA-115,Louisa County,Iowa,58.4,117,4.9,53.5
IA-117,Lucas County,Iowa,57,111,3.4,53.6
IA-119,Lyon County,Iowa,53.6,120,4.7,48.9
IA-121,Madison County,Iowa,56.8,111,3.7,53.1
IA-123,Mahaska County,Iowa,57.4,115,4.3,53.1
IA-125,Marion County,Iowa,57.8,115,4.1,53.7
IA-127,Marshall County,Iowa,56.1,116,4.6,51.5
IA-129,Mills County,Iowa,57.4,112,3.8,53.6
IA-131,Mitchell County,Iowa,53.3,116,4.6,48.7
IA-133,Monona County,Iowa,56.1,121,4.5,51.6
IA-135,Monroe County,Iowa,57.5,114,3.6,53.9
IA-137,Montgomery County,Iowa,57.1,112,4,53.1
IA-139,Muscatine County,Iowa,58,121,5,53
IA-141,O&#039;Brien County,Iowa,53.8,118,4.4,49.4
IA-143,Osceola County,Iowa,53.3,118,4.7,48.6
IA-145,Page County,Iowa,57.4,111,3.7,53.7
IA-147,Palo Alto County,Iowa,54.5,120,5.2,49.3
IA-149,Plymouth County,Iowa,54.8,120,4.6,50.2
IA-151,Pocahontas County,Iowa,55,118,4.7,50.3
IA-153,Polk County,Iowa,56.9,113,3.8,53.1
IA-155,Pottawattamie County,Iowa,56.8,116,4,52.8
IA-157,Poweshiek County,Iowa,56.6,118,4.7,52
IA-159,Ringgold County,Iowa,56.6,111,3.3,53.3
IA-161,Sac County,Iowa,55.4,121,4.9,50.5
IA-163,Scott County,Iowa,58,123,5.4,52.6
IA-165,Shelby County,Iowa,56.2,119,4.6,51.6
IA-167,Sioux County,Iowa,54.2,119,4.5,49.7
IA-169,Story County,Iowa,56.1,117,4.4,51.7
IA-171,Tama County,Iowa,56,118,4.7,51.3
IA-173,Taylor County,Iowa,56.5,110,3.3,53.2
IA-175,Union County,Iowa,56.3,111,3.5,52.8
IA-177,Van Buren County,Iowa,58.8,116,4.5,54.3
IA-179,Wapello County,Iowa,57.6,113,3.9,53.7
IA-181,Warren County,Iowa,57.2,111,3.4,53.8
IA-183,Washington County,Iowa,57.6,117,4.8,52.8
IA-185,Wayne County,Iowa,57.1,112,3.4,53.7
IA-187,Webster County,Iowa,55.3,118,4.4,50.9
IA-189,Winnebago County,Iowa,53.7,119,4.7,49
IA-191,Winneshiek County,Iowa,54.2,124,5.8,48.4
IA-193,Woodbury County,Iowa,55.3,119,4.3,51
IA-195,Worth County,Iowa,53.6,119,4.7,48.9
IA-197,Wright County,Iowa,54.1,115,4,50.1
KS-001,Allen County,Kansas,60.1,98,1.2,58.9
KS-003,Anderson County,Kansas,59,90,0.8,58.2
KS-005,Atchison County,Kansas,58.5,105,2.4,56.1
KS-007,Barber County,Kansas,61.8,115,3,58.8
KS-009,Barton County,Kansas,59.2,105,2.4,56.8
KS-011,Bourbon County,Kansas,59.9,88,0.9,59.1
KS-013,Brown County,Kansas,58.4,107,3,55.4
KS-015,Butler County,Kansas,60.5,102,2.2,58.3
KS-017,Chase County,Kansas,59.6,105,2.2,57.4
KS-019,Chautauqua County,Kansas,61.6,97,1.9,59.7
KS-021,Cherokee County,Kansas,61.2,96,1.2,60
KS-023,Cheyenne County,Kansas,54.9,109,2.5,52.4
KS-025,Clark County,Kansas,62.1,119,3.6,58.5
KS-027,Clay County,Kansas,58.6,102,2.2,56.4
KS-029,Cloud County,Kansas,58.1,99,2.1,56
KS-031,Coffey County,Kansas,59.6,100,1.6,58
KS-033,Comanche County,Kansas,61.8,116,3.4,58.4
KS-035,Cowley County,Kansas,61.4,102,2.1,59.3
KS-037,Crawford County,Kansas,60.8,99,1.4,59.4
KS-039,Decatur County,Kansas,55.9,109,2.6,53.3
KS-041,Dickinson County,Kansas,59.5,104,2.4,57.1
KS-043,Doniphan County,Kansas,58.6,106,2.4,56.2
KS-045,Douglas County,Kansas,59,98,1.6,57.4
KS-047,Edwards County,Kansas,59.6,112,2.6,57
KS-049,Elk County,Kansas,60.9,97,1.9,59
KS-051,Ellis County,Kansas,58.8,110,2.9,55.9
KS-053,Ellsworth County,Kansas,59,95,2,57
KS-055,Finney County,Kansas,59.1,120,3.8,55.3
KS-057,Ford County,Kansas,60,118,3.2,56.8
KS-059,Franklin County,Kansas,58.9,91,1.2,57.7
KS-061,Geary County,Kansas,58.9,102,2.1,56.8
KS-063,Gove County,Kansas,57.4,111,2.6,54.8
KS-065,Graham County,Kansas,57.4,106,2.5,54.9
KS-067,Grant County,Kansas,59.7,120,3.6,56.1
KS-069,Gray County,Kansas,59.7,121,3.7,56
KS-071,Greeley County,Kansas,57,118,3.6,53.4
KS-073,Greenwood County,Kansas,60.3,103,2.1,58.2
KS-075,Hamilton County,Kansas,58.4,119,3.4,55
KS-077,Harper County,Kansas,62,111,2.5,59.5
KS-079,Harvey County,Kansas,60.5,105,2.4,58.1
KS-081,Haskell County,Kansas,59.9,121,3.8,56.1
KS-083,Hodgeman County,Kansas,59.6,115,3,56.6
KS-085,Jackson County,Kansas,58.2,105,2.3,55.9
KS-087,Jefferson County,Kansas,58.5,98,1.8,56.7
KS-089,Jewell County,Kansas,56.9,103,2.2,54.7
KS-091,Johnson County,Kansas,59.3,104,2,57.3
KS-093,Kearny County,Kansas,58.7,119,3.7,55
KS-095,Kingman County,Kansas,61,111,2.5,58.5
KS-097,Kiowa County,Kansas,60.4,115,2.9,57.5
KS-099,Labette County,Kansas,61.1,94,0.9,60.2
KS-101,Lane County,Kansas,58,113,3,55
KS-103,Leavenworth County,Kansas,59,102,2,57
KS-105,Lincoln County,Kansas,58.9,102,2.5,56.4
KS-107,Linn County,Kansas,59.4,94,1,58.4
KS-109,Logan County,Kansas,57,113,2.9,54.1
KS-111,Lyon County,Kansas,59.7,108,2.5,57.2
KS-113,McPherson County,Kansas,60,106,2.6,57.4
KS-115,Marion County,Kansas,60.1,109,2.7,57.4
KS-117,Marshall County,Kansas,58,109,2.8,55.2
KS-119,Meade County,Kansas,61.3,119,3.5,57.8
KS-121,Miami County,Kansas,59.5,102,1.8,57.7
KS-123,Mitchell County,Kansas,58,101,2.3,55.7
KS-125,Montgomery County,Kansas,61.6,94,1.3,60.3
KS-127,Morris County,Kansas,59,106,2.4,56.6
KS-129,Morton County,Kansas,60,121,3.5,56.5
KS-131,Nemaha County,Kansas,57.6,106,2.5,55.1
KS-133,Neosho County,Kansas,60.7,96,1.1,59.6
KS-135,Ness County,Kansas,58.8,110,2.6,56.2
KS-137,Norton County,Kansas,56.4,108,2.6,53.8
KS-139,Osage County,Kansas,59.3,100,2.1,57.2
KS-141,Osborne County,Kansas,57.9,103,2.4,55.5
KS-143,Ottawa County,Kansas,59,104,2.4,56.6
KS-145,Pawnee County,Kansas,59.3,109,2.5,56.8
KS-147,Phillips County,Kansas,56.8,103,2.2,54.6
KS-149,Pottawatomie County,Kansas,58.3,102,2.1,56.2
KS-151,Pratt County,Kansas,60.5,115,2.9,57.6
KS-153,Rawlins County,Kansas,55.2,108,2.3,52.9
KS-155,Reno County,Kansas,60.4,109,2.5,58
KS-157,Republic County,Kansas,57.5,106,2.6,54.9
KS-159,Rice County,Kansas,59.8,108,2.5,57.3
KS-161,Riley County,Kansas,58.6,103,2.2,56.4
KS-163,Rooks County,Kansas,58.1,106,2.7,55.4
KS-165,Rush County,Kansas,58.9,105,2.5,56.4
KS-167,Russell County,Kansas,59.1,108,2.8,56.3
KS-169,Saline County,Kansas,59.8,105,2.5,57.3
KS-171,Scott County,Kansas,57.5,115,3,54.5
KS-173,Sedgwick County,Kansas,61.3,105,2.4,58.9
KS-175,Seward County,Kansas,60.9,121,3.7,57.2
KS-177,Shawnee County,Kansas,59.2,105,2.3,56.9
KS-179,Sheridan County,Kansas,56.6,111,2.7,53.9
